Site ID,Location,Total cycles,Easting,Northing,lat,lng,geometry,LSOA11CD,LSOA11NM,accounting,airport,amusement park,aquarium,art gallery,atm,bakery,bank,bar,beauty salon,bicycle store,book store,bowling alley,bus station,cafe,campground,car dealer,car rental,car repair,car wash,casino,cemetery,church,city hall,clothing store,convenience store,courthouse,dentist,department store,doctor,drugstore,electrician,electronics store,embassy,fire station,florist,funeral home,furniture store,gas station,gym,hair care,hardware store,hindu temple,home goods store,hospital,insurance agency,jewelry store,laundry,lawyer,library,light rail station,liquor store,local government office,locksmith,lodging,meal delivery,meal takeaway,mosque,movie rental,movie theater,moving company,museum,night club,painter,park,parking,pet store,pharmacy,physiotherapist,plumber,police,post office,primary school,real estate agency,restaurant,roofing contractor,rv park,school,secondary school,shoe store,shopping mall,spa,stadium,storage,store,subway station,supermarket,synagogue,taxi stand,tourist attraction,train station,transit station,travel agency,university,veterinary care,zoo,person,bicycle,car,motorcycle,bus,train,truck,traffic light,fire hydrant,stop sign,parking meter,bench,dog
OUTCY123,Sanderstead Road,17.5,532792.6785,162742.2148,51.3482536,-0.094603101,POINT (-0.0946031006978215 51.34825359987025),E01001100,Croydon 031E,10,,,,,,,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,1,0,,2,1,,,,,,,,,8,,,7,,,1,,,,,,3,,,,4,20,,0,,,2.0,,8.0,,,,2.0,,,,,,
OUTCY124,Queens Road,151.5,518493.8461,173855.1437,51.45129104,-0.29611091,POINT (-0.2961109096859428 51.45129103839931),E01003821,Richmond upon Thames 008A,2,,,,,,,0,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,1,0,,7,3,,,,,,,,,14,,,0,,,0,,,,,,1,,,,0,20,,1,,,,,4.0,,,,,,,,,,
OUTCY125,Coulsdon Road,36.0,531032.0199,158176.5017,51.30763034,-0.121547364,POINT (-0.1215473638261623 51.307630340362834),E01001020,Croydon 044C,2,,,,,,,1,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,0,,2,0,,,,,,,,,3,,,4,,,0,,,,,,0,,,,0,33,,0,,,,,11.0,,,,1.0,,,,,,
OUTCY126,Plough Lane Wallington,53.5,530141.3554,164386.954,51.36364748,-0.13205063,POINT (-0.1320506300789304 51.36364748207743),E01004081,Sutton 011F,20,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,0,0,,2,1,,,,,,,,,13,,,7,,,0,,,,,,0,,,,0,31,,0,,,,,13.0,,,,,,,,,,
OUTCY127,Whitton Road,171.0,515118.5572,174056.676,51.45379795,-0.344598051,POINT (-0.3445980508605901 51.45379795154531),E01003905,Richmond upon Thames 010A,3,,,,,,,1,15,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,0,,4,4,,,,,,,,,2,,,5,,,0,,,,,,2,,,,0,19,,0,,,,,29.0,,,,1.0,1.0,,,,,
OUTCY128,Long Drive,102.5,511159.1305,185421.5529,51.55673525,-0.397979796,POINT (-0.3979797959095554 51.55673524593795),E01002497,Hillingdon 033B,4,,,,,,,1,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,,0,0,,4,3,,,,,,,,,7,,,5,,,1,,,,,,4,,,,1,14,,0,,,1.0,,13.0,,,,1.0,,,,,,
OUTCY129,Lavender Hill,37.0,531809.3807,197867.4303,51.66413568,-0.095597966,POINT (-0.0955979664073127 51.6641356813284),E01001414,Enfield 004E,8,,,,,,,0,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,1,1,,,,,,,,,7,,,6,,,0,,,,,,4,,,,2,23,,0,,,,,5.0,,,,,,,,,,
OUTCY130,Eastbury Avenue,26.0,509249.5908,191525.4057,51.61196892,-0.42361526,POINT (-0.4236152603378437 51.61196891595849),E01002478,Hillingdon 002C,16,,,,,,,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,5,,,,,,,,,,,,,,0,0,,1,3,,,,,,,,,16,,,12,,,0,,,,,,3,,,,1,20,,0,,,,,6.0,,,,,,,,,,
OUTCY131,Roxeth Green Avenue,59.0,513986.0651,186757.1606,51.5681757,-0.356787869,POINT (-0.3567878692915538 51.568175698839646),E01002138,Harrow 027C,16,,,,,,,4,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,,,,,,,,,0,0,,3,2,,,,,,,,,20,,,7,,,1,,,,,,13,,,,1,27,,0,,,,,20.0,,,,1.0,4.0,1.0,,,,
OUTCY132,Abbey Road (Brent),240.0,519747.9034,183120.9214,51.53430277,-0.274931516,POINT (-0.2749315157049776 51.534302769578666),E01000600,Brent 027E,14,,,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,1,,1,7,,,,,,,,,11,,,3,,,1,,,,,,4,,,,0,27,,0,,,,,6.0,,,,,,,,,,
OUTCY133,Wemborough Road,61.0,517639.5589,191161.1999,51.60700689,-0.302624765,POINT (-0.3026247651053048 51.60700689024018),E01002109,Harrow 008C,19,,,,,,,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,1,0,,3,5,,,,,,,,,7,,,4,,,0,,,,,,4,,,,1,20,,0,,,,,8.0,,,,,,,,,,
OUTCY134,Winchmore Hill Road,22.5,529912.8765,194433.2033,51.63371554,-0.124277456,POINT (-0.1242774561161599 51.63371554001304),E01001519,Enfield 020D,26,,,,,,,8,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,0,0,,2,5,,,,,,,,,27,,,9,,,0,,,,,,6,,,,2,16,,0,,,,,26.0,,,,2.0,,,,,,
OUTCY135,Gubbins Lane,43.5,554756.7544,190541.3874,51.5924702,0.232706404,POINT (0.2327064037457945 51.5924702009284),E01002293,Havering 007A,5,,,,,,,1,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,4,3,,,,,,,,,5,,,7,,,1,,,,,,1,,,,1,18,,3,,,2.0,,9.0,,,,,,,,,,
OUTCY136,Redbridge Lane,14.0,541872.2882,188430.0417,51.57688764,0.045984491,POINT (0.0459844905518715 51.57688764402457),E01003675,Redbridge 036A,3,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,0,,0,1,,,,,,,,,3,,,4,,,0,,,,,,0,,,,0,14,,0,,,,,26.0,,,,,,,,,,
OUTCY137,Leytonstone Road,545.0,539191.6456,185065.3848,51.54732104,0.005994466,POINT (0.0059944655209685 51.54732104246716),E01003616,Newham 012A,31,,,,,,,10,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,0,2,,3,8,,,,,,,,,38,,,10,,,0,,,,,,16,,,,4,38,,2,,,6.0,,16.0,,,,1.0,,,1.0,,,
OUTCY138,Cameron Road,73.0,545216.9549,187253.0286,51.56546084,0.093731524,POINT (0.0937315235823201 51.56546083614646),E01003768,Redbridge 024C,15,,,,,,,1,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,0,0,,0,1,,,,,,,,,29,,,10,,,0,,,,,,11,,,,1,20,,0,,,1.0,,28.0,,,,,,,,,,
OUTCY139,Hillside Avenue,11.0,541093.7647,191893.6603,51.60820571,0.036148546,POINT (0.0361485455833717 51.60820571091044),E01003655,Redbridge 004B,8,,,,,,,1,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,0,0,,2,3,,,,,,,,,13,,,7,,,0,,,,,,7,,,,2,18,,0,,,,,13.0,,,,1.0,,,,,,
OUTCY140,Orient Way,191.5,537561.7372,186212.8964,51.5580319,-0.017048053,POINT (-0.0170480532499615 51.558031902300975),E01004429,Waltham Forest 026C,8,,,,,,,2,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,0,0,,4,3,,,,,,,,,13,,,2,,,2,,,,,,8,,,,0,19,,0,,,,,6.0,,,,1.0,,,,,,
OUTCY141,Cann Hall Road,213.0,539914.82,186209.1075,51.55741963,0.016871531,POINT (0.0168715306321422 51.55741963325399),E01004329,Waltham Forest 028C,5,,,,,,,0,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,0,0,,2,3,,,,,,,,,16,,,7,,,0,,,,,,8,,,,3,20,,0,,,,,18.0,,,,1.0,,,,,,
OUTCY142,Oxlow Lane,76.0,549044.9801,185779.0406,51.55121914,0.148295062,POINT (0.1482950618920002 51.55121913519372),E01000065,Barking and Dagenham 007A,5,,,,,,,3,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,0,0,,2,3,,,,,,,,,7,,,10,,,0,,,,,,5,,,,0,23,,0,,,,,29.0,,,,3.0,,,,,,
OUTCY143,Belvedere Road,51.0,548758.0355,176055.6139,51.46392822,0.140061372,POINT (0.1400613715771676 51.46392821760502),E01000358,Bexley 011D,7,,,,,,,6,12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,0,1,,2,2,,,,,,,,,26,,,8,,,0,,,,,,8,,,,1,19,,0,,,1.0,,14.0,,,,2.0,,,,,,
OUTCY144,Lodge Lane,21.0,537221.6697,163687.8941,51.35570067,-0.030682068,POINT (-0.0306820680863161 51.3557006666089),E01001065,Croydon 034E,0,,,,,,,0,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,2,2,,,,,,,,,3,,,4,,,0,,,,,,2,,,,0,24,,0,,,,,7.0,,,,,,,,,,
OUTCY145,Oaklands Lane,13.0,541230.204,159513.2591,51.31720563,0.025194249,POINT (0.0251942493077827 51.31720563270151),E01000656,Bromley 039C,1,,,,,,,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,0,,3,0,,,,,,,,,0,,,4,,,0,,,,,,0,,,,0,14,,0,,,,,1.0,,,,,,,,,,
OUTCY146,Monks Orchard Road,56.0,537339.6318,166243.9524,51.3786418,-0.028002463,POINT (-0.0280024634997016 51.37864180430713),E01001135,Croydon 025D,5,,,,,,,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,2,0,,4,1,,,,,,,,,14,,,5,,,0,,,,,,5,,,,0,17,,0,,,1.0,,19.0,,,,,,,,,,
OUTCY147,Midfield Way,13.0,546894.7671,169892.648,51.40903745,0.110703824,POINT (0.1107038238395606 51.40903745047724),E01000738,Bromley 014D,4,,,,,,,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,2,2,,,,,,,,,3,,,4,,,1,,,,,,4,,,,0,20,,0,,,,,25.0,,,,1.0,,,,,,
OUTCY148,Rochester Way,71.0,544497.4414,175415.4871,51.45927915,0.078510473,POINT (0.078510472635723 51.45927914625219),E01001605,Greenwich 023A,3,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,4,0,,,,,,,,,6,,,4,,,0,,,,,,1,,,,1,19,,0,,,,,20.0,,,,,,,,,,
OUTCY149,Bellingham Road,40.5,537953.3364,172353.3336,51.43339341,-0.016816107,POINT (-0.0168161066319754 51.43339341292589),E01003223,Lewisham 025D,8,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,0,0,,3,1,,,,,,,,,12,,,6,,,0,,,,,,4,,,,1,19,,0,,,,,21.0,,1.0,,1.0,,,,,,
OUTCY150,Avery Hill Road,84.5,544165.454,173031.1696,51.43793907,0.072764616,POINT (0.0727646155639364 51.43793907127843),E01001619,Greenwich 030D,5,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,1,2,,,,,,,,,13,,,5,,,0,,,,,,2,,,,1,19,,0,,,1.0,,17.0,,,,,,,1.0,,,
OUTCY151,Benhill Avenue,62.5,525946.1776,164633.4234,51.36680739,-0.192189747,POINT (-0.1921897468189454 51.36680738952673),E01004137,Sutton 012A,15,,,,,,,13,17,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,8,,,,,,,,0,,,,,,,,,,,,,,0,0,,3,6,,,,,,,,,33,,,12,,,4,,,,,,14,,,,0,37,,0,,,1.0,,9.0,1.0,,,,,,,,,
OUTCY152,High Street Whitton,204.5,514186.2964,173868.7298,51.45229731,-0.358069856,POINT (-0.3580698563849792 51.45229731257837),E01003909,Richmond upon Thames 010E,7,,,,,,,1,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,0,,4,3,,,,,,,,,0,,,7,,,0,,,,,,8,,,,1,34,,0,,,6.0,,23.0,2.0,,,1.0,,,,,,
OUTCY153,Madeley Road,182.0,518590.033,181168.5503,51.51700014,-0.292273654,POINT (-0.2922736543170442 51.51700014339431),E01001275,Ealing 020H,7,,,,,,,6,11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,0,1,,2,4,,,,,,,,,14,,,12,,,0,,,,,,5,,,,3,16,,0,,,1.0,,12.0,,,,,,,,,,
OUTCY154,Cox Lane,108.0,518802.8298,164708.5319,51.36902018,-0.294727496,POINT (-0.2947274962198382 51.36902017778242),E01002944,Kingston upon Thames 019A,6,,,,,,,3,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,0,0,,1,1,,,,,,,,,10,,,5,,,0,,,,,,0,,,,1,17,,0,,,,,14.0,,1.0,,1.0,,,,,,
OUTCY155,Vicarage Farm Road,116.0,512339.9387,176626.9903,51.47745735,-0.383754778,POINT (-0.3837547776093743 51.47745735195066),E01002623,Hounslow 011C,10,,,,,,,1,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,2,2,,,,,,,,,20,,,9,,,0,,,,,,14,,,,1,33,,0,,,4.0,1.0,17.0,,,,,,,,,,
OUTCY156,High Street West Drayton,149.5,506059.8488,180244.3149,51.51118188,-0.473063336,POINT (-0.4730633362476774 51.51118187821076),E01002554,Hillingdon 022F,7,,,,,,,5,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,4,,,,,,,,,,,,,,0,0,,3,5,,,,,,,,,31,,,10,,,0,,,,,,9,,,,1,26,,0,,,2.0,,8.0,,1.0,,3.0,,,,,1.0,
OUTCY157,Grosvenor Avenue,9.0,528433.1354,163918.2381,51.35982358,-0.156742715,POINT (-0.1567427147750545 51.35982358397875),E01004104,Sutton 020A,10,,,,,,,14,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,1,0,,3,5,,,,,,,,,18,,,10,,,0,,,,,,10,,,,1,30,,0,,,,,16.0,,,,1.0,,,,,,
OUTCY158,Lionel Road North,65.5,518122.1258,179191.9461,51.49933337,-0.299675381,POINT (-0.2996753814631597 51.49933337313618),E01002562,Hounslow 003A,6,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,0,0,,2,1,,,,,,,,,17,,,5,,,0,,,,,,5,,,,1,16,,0,,,1.0,,23.0,,,,2.0,,,,,,
OUTCY159,Botwell Lane,84.0,509760.0755,179952.4284,51.50785248,-0.419855038,POINT (-0.4198550377070226 51.50785248389275),E01002406,Hillingdon 027B,15,,,,,,,9,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,0,0,,1,13,,,,,,,,,32,,,8,,,1,,,,,,13,,,,1,27,,0,,,1.0,,3.0,,1.0,,,,,,,,
OUTCY160,Peterborough Road,14.0,515602.5918,187750.3163,51.57677298,-0.33314848,POINT (-0.3331484801851343 51.57677297769409),E01002137,Harrow 029D,58,,,,,,,18,11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,2,0,,3,10,,,,,,,,,40,,,16,,,2,,,,,,12,,,,2,33,,3,,,4.0,,1.0,1.0,,,,,,,,,
OUTCY161,Rickmansworth Road,40.0,505247.6855,190646.5972,51.6048316,-0.481651976,POINT (-0.4816519760303664 51.60483159514629),E01002439,Hillingdon 003B,3,,,,,,,4,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,3,1,,,,,,,,,5,,,5,,,0,,,,,,1,,,,0,17,,0,,,,,,,,,,,,,,,
OUTCY162,Margaret Road,8.0,526779.1679,196077.8925,51.64921006,-0.168936102,POINT (-0.1689361024195143 51.64921006235582),E01000171,Barnet 006B,22,,,,,,,3,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,0,0,,1,3,,,,,,,,,26,,,10,,,0,,,,,,10,,,,1,32,,0,,,2.0,,30.0,,,,1.0,,,2.0,,,
OUTCY163,Long Lane,81.5,526219.3612,190261.3275,51.59706402,-0.179116946,POINT (-0.1791169464493302 51.59706402230441),E01000176,Barnet 027A,5,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,,,,,,,,1,0,,2,0,,,,,,,,,11,,,11,,,0,,,,,,3,,,,0,33,,0,,,,,20.0,1.0,,,5.0,,,,,,
OUTCY164,Fulwell Avenue,33.0,543298.0818,190716.5172,51.59707239,0.067478549,POINT (0.0674785493488489 51.59707238874993),E01003708,Redbridge 008B,4,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,4,0,,,,,,,,,1,,,5,,,0,,,,,,1,,,,0,15,,0,,,1.0,,19.0,,,,,,,,,,
OUTCY165,Bridport Road,34.0,533645.3497,192117.3162,51.61203108,-0.071261895,POINT (-0.0712618953637187 51.61203107779752),E01032574,Enfield 037E,11,,,,,,,6,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,0,1,,1,5,,,,,,,,,19,,,9,,,0,,,,,,14,,,,1,38,,0,,,2.0,,23.0,,2.0,,3.0,,,,,,
OUTCY166,Cudham Lane North,21.0,545439.3407,163207.6915,51.34934344,0.087057951,POINT (0.0870579505979911 51.3493434353336),E01000749,Bromley 036A,3,,,,,,,1,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,6,1,,,,,,,,,5,,,4,,,0,,,,,,2,,,,0,13,,0,,,,,3.0,,,,,,,,,,
OUTCY167,Southborough Road,51.0,542409.6105,168692.4016,51.39939528,0.045778495,POINT (0.0457784951982532 51.39939528483189),E01000650,Bromley 022A,5,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,0,,3,2,,,,,,,,,0,,,6,,,0,,,,,,1,,,,1,29,,0,,,1.0,,6.0,,,,1.0,,,,,1.0,
OUTCY168,Croham Valley Road,40.0,534269.8471,163649.0152,51.3560559,-0.073063214,POINT (-0.0730632142642387 51.35605589950968),E01001122,Croydon 033B,1,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,1,0,,,,,,,,,3,,,5,,,0,,,,,,0,,,,0,10,,0,,,,,15.0,,,,,,,,,,
OUTCY169,Chelsfield Lane,12.0,547837.1034,166356.6502,51.37702025,0.122771667,POINT (0.1227716673379805 51.37702025421108),E01000723,Bromley 029A,2,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,0,,1,0,,,,,,,,,1,,,5,,,0,,,,,,0,,,,0,24,,0,,,1.0,,11.0,,,,1.0,,,,,,
OUTCY170,Layhams Road,121.0,538972.8465,165059.6714,51.36760251,-0.00501326,POINT (-0.0050132598055484 51.36760251048302),E01000759,Bromley 034A,3,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,3,1,,,,,,,,,7,,,5,,,0,,,,,,2,,,,0,20,,0,,,,,2.0,,,,,,,,,,
OUTCY171,Lady Margaret Road,97.0,512824.1958,180468.9805,51.51189234,-0.375557712,POINT (-0.3755577117809305 51.51189234356767),E01001215,Ealing 023C,11,,,,,,,11,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,1,0,,3,9,,,,,,,,,40,,,8,,,3,,,,,,7,,,,1,29,,0,,,5.0,,14.0,,,,2.0,,,,,,
OUTCY172,South Lodge Avenue,64.0,530015.6264,168421.779,51.3999367,-0.132380074,POINT (-0.1323800736908605 51.3999366956682),E01003433,Merton 019E,0,,,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,7,1,,,,,,,,,7,,,5,,,0,,,,,,0,,,,0,25,,0,,,1.0,,9.0,1.0,2.0,,,,,,,1.0,
OUTCY173,Upminster Road North,20.5,554446.2207,182964.6262,51.52448133,0.2249018,POINT (0.2249018002127641 51.52448133011037),E01002348,Havering 029C,0,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,2,0,,,,,,,,,1,,,0,,,0,,,,,,0,,,,0,2,,0,,,,,12.0,,,,1.0,,,,,,
OUTCY174,The Bishop's Avenue,95.0,526820.5416,187826.0746,51.57504412,-0.171321146,POINT (-0.1713211456469327 51.57504412339824),E01000206,Barnet 033B,0,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,0,1,,,,,,,,,2,,,2,,,0,,,,,,0,,,,0,26,,0,,,,,23.0,,,,,,,1.0,,,
OUTCY175,Bilton Road,370.5,517454.2676,183629.4059,51.53935413,-0.3078148,POINT (-0.3078148004169546 51.53935412813799),E01001345,Ealing 005D,14,,,,,,,3,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,0,1,,1,1,,,,,,,,,17,,,6,,,3,,,,,,6,,,,1,19,,0,,,4.0,,26.0,,,,1.0,3.0,,,,,
OUTCY176,Church Hill Road,31.0,527363.7674,195005.1296,51.63943757,-0.160881151,POINT (-0.1608811510917707 51.63943756973391),E01000175,Barnet 006E,9,,,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,1,0,,2,4,,,,,,,,,14,,,12,,,0,,,,,,6,,,,1,19,,0,,,,,16.0,,,,,,,,,,
OUTCY177,Anson Road,86.0,523620.4932,185390.2918,51.55386385,-0.218330699,POINT (-0.2183306988615399 51.55386384992579),E01000557,Brent 015E,12,,,,,,,6,10,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,7,,,,,,,,,,,,,,0,1,,4,2,,,,,,,,,39,,,7,,,0,,,,,,19,,,,2,36,,0,,,,,9.0,,,,1.0,,,,,,
OUTCY178,Squires Lane,82.5,525754.851,190337.6357,51.59785358,-0.185792311,POINT (-0.1857923111511972 51.59785358154476),E01000197,Barnet 023A,32,,,,,,,6,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,0,0,,2,3,,,,,,,,,25,,,9,,,0,,,,,,7,,,,0,32,,1,,,,,19.0,,,,1.0,,,,,,
OUTCY179,Victoria Road,75.5,510101.6849,187176.1206,51.57271231,-0.412677548,POINT (-0.4126775479745841 51.57271231025693),E01002470,Hillingdon 007D,6,,,,,,,3,6,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,6,,,,,,,,,,,,,,0,1,,3,3,,,,,,,,,25,,,7,,,0,,,,,,4,,,,2,18,,0,,,1.0,,41.0,,,,1.0,,,,,,
OUTCY180,Harvill Road,20.5,505242.1283,189182.4263,51.59167244,-0.482170967,POINT (-0.4821709669807569 51.5916724388879),E01002442,Hillingdon 003E,0,,,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,1,0,,0,0,,,,,,,,,0,,,0,,,0,,,,,,1,,,,0,10,,0,,,,,,,,,,,,,,,
OUTCY181,Willow Road,23.0,533528.2451,197597.1976,51.66130192,-0.070863547,POINT (-0.0708635470464972 51.66130192082699),E01001538,Enfield 009A,4,,,,,,,3,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,0,0,,3,0,,,,,,,,,4,,,8,,,0,,,,,,2,,,,0,19,,0,,,,,19.0,,,,1.0,,,,,,
OUTCY182,New North Road,21.5,545725.164,191796.758,51.60615652,0.102942927,POINT (0.1029429273362412 51.606156519161246),E01003699,Redbridge 006B,4,,,,,,,3,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,0,1,,,,,,,,,1,,,6,,,0,,,,,,3,,,,2,40,,0,,,3.0,,18.0,,1.0,,,,,,,,
OUTCY183,Shernhall Street,115.0,538118.3448,189229.5629,51.58500353,-0.007839296,POINT (-0.0078392959120288 51.585003529603206),E01004464,Waltham Forest 013C,19,,,,,,,4,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,1,2,,3,4,,,,,,,,,32,,,19,,,1,,,,,,10,,,,2,38,,0,,,2.0,,19.0,,,,1.0,,,,,,
OUTCY184,Upper Brentwood Road,53.5,553142.2396,189464.3057,51.58323381,0.208948148,POINT (0.2089481475433889 51.58323381102676),E01002376,Havering 012C,11,,,,,,,3,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,0,0,,1,1,,,,,,,,,15,,,10,,,0,,,,,,6,,,,1,28,,0,,,,,15.0,,,,,,,,,,
OUTCY185,Hilldene Avenue,41.0,553944.0882,192267.0134,51.60819662,0.221740808,POINT (0.2217408082720217 51.60819662273753),E01002280,Havering 004A,0,,,,,,,4,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,0,1,,3,2,,,,,,,,,7,,,0,,,0,,,,,,7,,,,0,35,,0,,,2.0,,22.0,,,,1.0,,,,,,
