Site ID,Location,Total cycles,Easting,Northing,lat,lng,geometry,LSOA11CD,LSOA11NM,accounting,airport,amusement park,aquarium,art gallery,atm,bakery,bank,bar,beauty salon,bicycle store,book store,bowling alley,bus station,cafe,campground,car dealer,car rental,car repair,car wash,casino,cemetery,church,city hall,clothing store,convenience store,courthouse,dentist,department store,doctor,drugstore,electrician,electronics store,embassy,fire station,florist,funeral home,furniture store,gas station,gym,hair care,hardware store,hindu temple,home goods store,hospital,insurance agency,jewelry store,laundry,lawyer,library,light rail station,liquor store,local government office,locksmith,lodging,meal delivery,meal takeaway,mosque,movie rental,movie theater,moving company,museum,night club,painter,park,parking,pet store,pharmacy,physiotherapist,plumber,police,post office,primary school,real estate agency,restaurant,roofing contractor,rv park,school,secondary school,shoe store,shopping mall,spa,stadium,storage,store,subway station,supermarket,synagogue,taxi stand,tourist attraction,train station,transit station,travel agency,university,veterinary care,zoo,person,bicycle,car,motorcycle,bus,train,truck,traffic light,fire hydrant,stop sign,parking meter,bench,dog
OUTCY001,High Road Leyton,283.5,538032.2664,186597.9861,51.56137746,-0.010113954,POINT (-0.010113954228738 51.56137745892148),E01004375,Waltham Forest 025D,15,,,,,,,3,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,,,,,0,0,,2,2,,,,,,,,,18,,,10,,,2,,,,,,11,,,,1,31,,0,,,2.0,,10.0,,1.0,,,,,,,,
OUTCY002,High Road Woodford Green,137.5,540222.369,192346.2507,51.61249003,0.023754011,POINT (0.0237540113560592 51.61249002827173),E01003746,Redbridge 001C,6,,,,,,,1,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,0,0,,0,1,,,,,,,,,12,,,9,,,0,,,,,,1,,,,2,12,,0,,,,,24.0,,,,,1.0,,,,,
OUTCY003,Wood Lane,136.5,549195.84,186902.1291,51.56127029,0.15094536,POINT (0.1509453596279197 51.561270291288885),E01000061,Barking and Dagenham 006C,3,,,,,,,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,0,0,,1,2,,,,,,,,,11,,,12,,,0,,,,,,7,,,,0,20,,1,,,,,18.0,,1.0,,2.0,,,,,,
OUTCY004,London Road,99.5,549109.9512,188238.8864,51.57330378,0.150273934,POINT (0.1502739339977588 51.57330378314518),E01002250,Havering 017E,9,,,,,,,0,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,9,,,6,,,1,,,,,,4,,,,0,12,,1,,,,,27.0,,,,1.0,,,,,,
OUTCY005,Nags Head Road,51.5,535646.525,196128.658,51.64759887,-0.040826041,POINT (-0.0408260414561462 51.64759887125628),E01001509,Enfield 014C,8,,,,,,,2,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,0,1,,3,6,,,,,,,,,19,,,11,,,0,,,,,,10,,,,3,36,,0,,,1.0,,16.0,,3.0,,,,,,,,
OUTCY006,Romford Road,570.0,539826.5813,184748.2656,51.54431463,0.015019369,POINT (0.0150193690381272 51.544314632226325),E01003553,Newham 009B,16,,,,,,,4,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,0,2,,8,1,,,,,,,,,32,,,17,,,1,,,,,,14,,,,3,30,,1,,,11.0,,25.0,,,,3.0,,,,,,
OUTCY007,Walthamstow Avenue (North Circular Road),82.0,536880.7117,191479.2689,51.60552103,-0.024814545,POINT (-0.0248145450918051 51.60552102694003),E01004455,Waltham Forest 006D,2,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,0,0,,1,3,,,,,,,,,6,,,6,,,0,,,,,,8,,,,0,32,,0,,,,,6.0,,,,,,,,,,
OUTCY008,Romford Road,35.5,548028.0178,191638.5033,51.60413448,0.136105769,POINT (0.136105769467235 51.60413447502438),E01003726,Redbridge 002D,0,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,0,,1,0,,,,,,,,,2,,,0,,,0,,,,,,0,,,,0,5,,0,,,,,8.0,,,,1.0,,,,,,
OUTCY009,High Road,493.0,533804.2485,189978.3185,51.59277191,-0.06978376,POINT (-0.0697837599263378 51.59277191382325),E01001979,Haringey 011D,17,,,,,,,5,8,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,5,,,,,,,,,,,,,,1,2,,2,6,,,,,,,,,31,,,15,,,1,,,,,,17,,,,3,38,,2,,,33.0,,22.0,,2.0,,1.0,3.0,,,,,
OUTCY010,Barking Road,229.5,542664.8611,183589.7672,51.5331951,0.055452506,POINT (0.0554525061719198 51.53319510074025),E01003523,Newham 024A,16,,,,,,,10,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,,,,,,,,,,,0,0,,5,1,,,,,,,,,40,,,11,,,1,,,,,,10,,,,2,39,,1,,,4.0,,31.0,,,,1.0,,,,,,
OUTCY011,New Road,112.0,550309.9291,183039.3648,51.52626794,0.165356719,POINT (0.1653567193602741 51.52626794047351),E01002368,Havering 028A,2,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,2,0,,,,,,,,,2,,,2,,,0,,,,,,1,,,,0,19,,0,,,,,18.0,,,,1.0,,,,,,
OUTCY012,Woolwich Manor Way,174.5,543092.7386,181446.7007,51.51383016,0.060747437,POINT (0.060747437023906 51.513830163797245),E01003481,Newham 035B,5,,,,,,,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,1,0,,3,2,,,,,,,,,7,,,5,,,2,,,,,,7,,,,4,33,,2,,,1.0,,5.0,,,,,,,,,,
OUTCY013,Eltham High Street,195.0,543075.0035,174428.1297,51.45076801,0.057651086,POINT (0.0576510864274814 51.45076801438369),E01001615,Greenwich 028C,4,,,,,,,9,12,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,3,0,,1,6,,,,,,,,,29,,,10,,,1,,,,,,8,,,,2,36,,0,,,6.0,,9.0,1.0,,,,6.0,,,,,
OUTCY014,Long Lane,99.0,535293.2901,167350.5956,51.38907755,-0.056966168,POINT (-0.0569661681736171 51.389077550096175),E01000990,Croydon 045A,2,,,,,,,2,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,0,0,,3,3,,,,,,,,,0,,,5,,,0,,,,,,3,,,,1,19,,0,,,1.0,,20.0,,,,,,,,,,
OUTCY015,Lewisham High Street,660.5,538300.0082,175683.3804,51.46323319,-0.010531806,POINT (-0.0105318060272145 51.46323318521007),E01003296,Lewisham 012E,17,,,,,,,9,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,,,2,0,,2,6,,,,,,,,,33,,,9,,,2,,,,,,14,,,,3,53,,0,,,2.0,,9.0,,,,,1.0,,,,,
OUTCY016,Park View Road,93.0,546795.7687,175786.201,51.46201934,0.11172248,POINT (0.1117224797047911 51.46201934146024),E01000392,Bexley 016B,10,,,,,,,3,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,,,1,0,,2,0,,,,,,,,,29,,,10,,,0,,,,,,13,,,,1,20,,0,,,,,44.0,,,,,,,,,,
OUTCY017,Court Road (Orpington by-pass),28.0,546870.1391,166406.116,51.37771549,0.108908661,POINT (0.1089086609500792 51.37771548983235),E01000791,Bromley 029E,0,,,,,,,11,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,0,0,,2,2,,,,,,,,,32,,,9,,,2,,,,,,9,,,,0,35,,0,,,,,24.0,,,,,4.0,,,,,
OUTCY018,Masons Hill,223.5,541034.8455,168202.8517,51.39533934,0.025834928,POINT (0.025834927790027 51.39533934411784),E01000671,Bromley 020D,20,,,,,,,3,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,3,,,,,,,,,,,,,,0,0,,1,5,,,,,,,,,17,,,11,,,0,,,,,,9,,,,1,18,,0,,,2.0,,4.0,2.0,,,,1.0,,,,1.0,
OUTCY019,Woolwich Common,135.0,543284.898,178024.9401,51.48303482,0.062126392,POINT (0.0621263924414009 51.48303481536465),E01001699,Greenwich 015B,8,,,,,,,1,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,1,0,,1,1,,,,,,,,,20,,,0,,,0,,,,,,7,,,,0,33,,0,,,1.0,,18.0,,,,,,,,,,
OUTCY020,Kent Gate Way,73.0,536857.1555,163642.1372,51.35537732,-0.035931307,POINT (-0.0359313072034991 51.355377317696096),E01001064,Croydon 026C,0,,,,,,,0,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,2,3,,,,,,,,,3,,,5,,,0,,,,,,2,,,,0,17,,0,,,,,3.0,,,,,,,,,,
OUTCY021,Richmond Road,396.0,517788.1019,171442.5843,51.42975496,-0.307064622,POINT (-0.3070646222891181 51.42975495983476),E01003006,Kingston upon Thames 001A,4,,,,,,,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,3,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,4,,,8,,,0,,,,,,2,,,,0,28,,0,,,,,10.0,,,,,,,,,,
OUTCY022,Leatherhead Road,137.5,517663.4531,163320.3393,51.3567804,-0.311546407,POINT (-0.3115464068308342 51.35678040434057),E01002948,Kingston upon Thames 020C,1,,,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,4,,,,,,,,0,,,,,,,,,,,,,,0,0,,1,2,,,,,,,,,3,,,5,,,0,,,,,,1,,,,1,20,,0,,,,,,,,,,,,,,,
OUTCY023,London Road,451.0,530883.683,168954.1066,51.40452117,-0.119712533,POINT (-0.1197125331698193 51.40452116875727),E01001090,Croydon 004D,5,,,,,,,0,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,0,0,,4,0,,,,,,,,,23,,,8,,,1,,,,,,7,,,,0,34,,1,,,4.0,,9.0,,1.0,,,,,,,,
OUTCY024,Reigate Avenue,115.0,525648.8442,166242.9527,51.38133835,-0.195890069,POINT (-0.195890068970811 51.3813383455652),E01004145,Sutton 007B,7,,,,,,,2,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,6,4,,,,,,,,,10,,,5,,,0,,,,,,7,,,,1,28,,0,,,,,4.0,,,,1.0,,,,,,
OUTCY025,Brighton Road,56.5,530577.2635,160519.521,51.32879133,-0.127210359,POINT (-0.1272103593575403 51.3287913342406),E01001074,Croydon 041E,3,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,0,0,,1,0,,,,,,,,,7,,,4,,,0,,,,,,0,,,,2,31,,0,,,,,19.0,,2.0,,1.0,,,,,,
OUTCY026,Western Road,196.0,527449.1945,169191.4787,51.40743587,-0.168976503,POINT (-0.1689765026313067 51.40743587034859),E01003405,Merton 018E,8,,,,,,,3,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,2,0,,2,2,,,,,,,,,17,,,17,,,2,,,,,,12,,,,0,36,,0,,,,,9.0,,,,,1.0,,,,,
OUTCY027,Morden Road,463.5,525837.7633,169102.3642,51.4069945,-0.192164117,POINT (-0.1921641171232299 51.40699449826658),E01003426,Merton 015D,22,,,,,,,3,6,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,1,0,,4,6,,,,,,,,,28,,,10,,,1,,,,,,7,,,,1,17,,0,,,1.0,,13.0,,,,1.0,,,,,,
OUTCY028,Kingston Road,427.0,520481.6067,168407.803,51.40191419,-0.269369007,POINT (-0.2693690068310331 51.40191419244221),E01002928,Kingston upon Thames 008B,12,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,2,0,,,,,,,,,12,,,10,,,1,,,,,,2,,,,0,16,,0,,,,,,,,,,,,,,,
OUTCY029,Kingston Hill,185.0,519745.4217,170270.4398,51.41881046,-0.279318779,POINT (-0.2793187794505746 51.41881046419058),E01002951,Kingston upon Thames 003C,1,,,,,,,1,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,3,,,,,,,,,,,,,,1,0,,2,7,,,,,,,,,9,,,9,,,0,,,,,,4,,,,2,19,,0,,,,,3.0,,,,,,,,,,
OUTCY030,Chertsey Road,213.5,514547.2734,173488.3887,51.44880604,-0.353000146,POINT (-0.3530001456754719 51.44880603654529),E01003904,Richmond upon Thames 015G,7,,,,,,,1,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,3,,,,,,,,,,,,,,0,1,,5,5,,,,,,,,,19,,,11,,,0,,,,,,5,,,,1,32,,0,,,,,9.0,,,,1.0,,,,,,
OUTCY031,Croydon Road,60.5,529938.0322,164986.9922,51.36908647,-0.134750379,POINT (-0.1347503792977396 51.36908647323444),E01004077,Sutton 011B,11,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,0,1,,,,,,,,,9,,,8,,,0,,,,,,1,,,,0,0,,0,,,,,3.0,,,,,,,,,,
OUTCY032,Robin Hood Way (Kingston by-pass),169.0,521331.5571,171184.4382,51.42668802,-0.256207055,POINT (-0.2562070554603547 51.42668801851833),E01002952,Kingston upon Thames 002A,0,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,1,0,,0,1,,,,,,,,,1,,,4,,,1,,,,,,1,,,,0,9,,4,,,,,15.0,,,,1.0,,,1.0,,,
OUTCY033,Uxbridge Road (Wood End),177.0,509965.5012,181405.4025,51.52087193,-0.416443481,POINT (-0.4164434808107832 51.52087192817931),E01002397,Hillingdon 021C,13,,,,,,,3,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,4,1,,,,,,,,,29,,,2,,,1,,,,,,9,,,,0,25,,1,,,,,21.0,,,,2.0,,,2.0,,,
OUTCY034,Uxbridge Road (Dormer's Wells),279.0,513377.7692,180416.1357,51.51130669,-0.367600982,POINT (-0.3676009818895424 51.51130668810266),E01001216,Ealing 023D,10,,,,,,,7,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,2,0,,2,6,,,,,,,,,17,,,6,,,2,,,,,,5,,,,0,31,,0,,,,,16.0,,1.0,,,,,,,,
OUTCY035,Great West Road,183.0,511830.7567,176398.4157,51.47550372,-0.391155899,POINT (-0.391155898916791 51.4755037160205),E01002622,Hounslow 010B,15,,,,,,,0,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,1,,1,5,,,,,,,,,25,,,5,,,0,,,,,,14,,,,1,20,,0,,,,,29.0,,,,1.0,4.0,1.0,,,,
OUTCY036,London Road (Isleworth station),343.0,515441.714,176433.246,51.47509221,-0.339173979,POINT (-0.3391739793985777 51.47509221416462),E01002677,Hounslow 015E,6,,,,,,,4,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,0,,3,3,,,,,,,,,13,,,9,,,0,,,,,,4,,,,1,36,,0,,,3.0,,8.0,,,,,,,,,1.0,
OUTCY036,London Road (Isleworth station),343.0,515441.714,176433.246,51.47509221,-0.339173979,POINT (-0.3391739793985777 51.47509221416462),E01002677,Hounslow 015E,6,,,,,,,4,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,0,,3,3,,,,,,,,,13,,,9,,,0,,,,,,4,,,,1,36,,0,,,3.0,,8.0,,,,,,,,,1.0,
OUTCY037,Staines Road,120.0,509699.9443,174082.4287,51.45510413,-0.422542484,POINT (-0.4225424844710925 51.455104130868605),E01002590,Hounslow 022C,9,,,,,,,3,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,0,0,,1,2,,,,,,,,,10,,,8,,,0,,,,,,4,,,,0,27,,0,,,1.0,,25.0,,,,3.0,,,,,,
OUTCY038,Twickenham Road (bridge),618.0,517253.6241,174900.4345,51.46094365,-0.313604772,POINT (-0.3136047720573913 51.46094365267631),E01003860,Richmond upon Thames 002E,9,,,,,,,11,17,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,,2,0,,3,6,,,,,,,,,50,,,6,,,0,,,,,,4,,,,2,17,,0,,,1.0,,12.0,,,,,,,,,,
OUTCY039,The Mall,631.0,518129.9669,180803.5948,51.51381641,-0.299023165,POINT (-0.2990231649920781 51.51381641211063),E01001235,Ealing 020D,13,,,,,,,10,19,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,8,,,,,,,,5,,,,,,,,,,,,,,1,2,,6,10,,,,,,,,,58,,,20,,,1,,,,,,6,,,,3,38,,2,,,8.0,1.0,11.0,,1.0,,1.0,,,,,,
OUTCY040,Boston Manor Road,160.5,516412.8999,178756.5707,51.49577462,-0.324431294,POINT (-0.3244312940479279 51.49577462016264),E01002563,Hounslow 006A,7,,,,,,,2,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,1,0,,5,0,,,,,,,,,10,,,6,,,0,,,,,,2,,,,2,0,,1,,,1.0,,15.0,,,,,,1.0,,,,
OUTCY041,Dawley Road,74.5,508852.3932,180101.8256,51.50937067,-0.432882516,POINT (-0.4328825162082459 51.50937066655692),E01002406,Hillingdon 027B,8,,,,,,,2,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,0,1,,1,1,,,,,,,,,1,,,2,,,0,,,,,,0,,,,0,17,,1,,,,,13.0,,,,1.0,,,,,,
OUTCY042,Chiswick High Road,1057.0,521433.5732,178547.4506,51.49284013,-0.252214401,POINT (-0.2522144010617569 51.49284012614057),E01002570,Hounslow 001B,13,,,,,,,6,11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,2,,,,,,,,,,,,,,2,1,,2,5,,,,,,,,,42,,,11,,,0,,,,,,5,,,,3,37,,0,,,6.0,,6.0,,2.0,,1.0,,,,,,
OUTCY042,Chiswick High Road,1057.0,521433.5732,178547.4506,51.49284013,-0.252214401,POINT (-0.2522144010617569 51.49284012614057),E01002570,Hounslow 001B,13,,,,,,,6,11,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,6,,,,,,,,2,,,,,,,,,,,,,,2,1,,2,5,,,,,,,,,42,,,11,,,0,,,,,,5,,,,3,37,,0,,,6.0,,6.0,,2.0,,1.0,,,,,,
OUTCY043,High Street,886.0,515898.3174,171050.4466,51.42661979,-0.334363976,POINT (-0.3343639757529059 51.42661978788798),E01003886,Richmond upon Thames 021A,19,,,,,,,2,10,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,0,,1,2,,,,,,,,,31,,,4,,,0,,,,,,5,,,,1,20,,1,,,1.0,,14.0,,,,,,,,,,
OUTCY043,High Street,886.0,515898.3174,171050.4466,51.42661979,-0.334363976,POINT (-0.3343639757529059 51.42661978788798),E01003886,Richmond upon Thames 021A,19,,,,,,,2,10,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,0,,1,2,,,,,,,,,31,,,4,,,0,,,,,,5,,,,1,20,,1,,,1.0,,14.0,,,,,,,,,,
OUTCY044,Brighton Road,205.0,532544.8979,163759.5336,51.35745376,-0.097780269,POINT (-0.0977802691439189 51.35745376171501),E01001040,Croydon 029E,16,,,,,,,1,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,0,0,,1,1,,,,,,,,,13,,,12,,,1,,,,,,6,,,,1,32,,0,,,,,19.0,,2.0,,1.0,,,,,,
OUTCY045,Sheen Road,490.5,518683.1527,175071.8655,51.46218676,-0.292979953,POINT (-0.292979953336572 51.46218676340949),E01003875,Richmond upon Thames 006C,15,,,,,,,5,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,3,,,,,,,,,,,,,,1,0,,2,7,,,,,,,,,29,,,12,,,0,,,,,,9,,,,2,38,,0,,,4.0,1.0,22.0,,,,1.0,,,,,1.0,
OUTCY046,Western Avenue,100.0,509893.4312,184448.1715,51.54823428,-0.416533123,POINT (-0.4165331232927056 51.548234275910986),E01002454,Hillingdon 014E,0,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,0,,,0,,,0,,,,,,0,,,,0,0,,0,,,,,20.0,,,,1.0,,,,,,
OUTCY047,Northolt Road,113.5,513639.4592,185506.0087,51.55700062,-0.362190596,POINT (-0.3621905957339039 51.55700062005212),E01001316,Ealing 003B,5,,,,,,,1,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,6,,,,,,,,,,,,,,0,0,,1,1,,,,,,,,,18,,,3,,,0,,,,,,6,,,,1,26,,0,,,1.0,,23.0,,,,,,,1.0,,,
OUTCY048,Edgware Road,184.0,520836.4659,189543.303,51.59179034,-0.257039388,POINT (-0.2570393883161504 51.591790341028776),E01000516,Brent 002C,14,,,,,,,0,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,4,,,,,,,,,,,,,,0,0,,5,5,,,,,,,,,36,,,6,,,0,,,,,,13,,,,1,38,,0,,,,,18.0,,,,,,,1.0,,,
OUTCY049,High Road,252.0,526326.0358,192436.7448,51.61659005,-0.176794657,POINT (-0.1767946571526608 51.6165900540726),E01000321,Barnet 012E,43,,,,,,,7,7,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,0,0,,0,14,,,,,,,,,35,,,15,,,0,,,,,,11,,,,0,26,,0,,,2.0,,13.0,,3.0,,1.0,3.0,,,,,
OUTCY050,High Road,478.0,530966.4304,190481.0746,51.59795612,-0.110539064,POINT (-0.1105390636642092 51.59795611969167),E01002098,Haringey 007A,14,,,,,,,10,8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,8,,,,,,,,3,,,,,,,,,,,,,,1,3,,5,5,,,,,,,,,36,,,14,,,4,,,,,,12,,,,3,30,,0,,,33.0,,22.0,,2.0,,1.0,3.0,,,,,
OUTCY051,Bramley Road,53.5,529381.3339,196032.3456,51.64820856,-0.131362649,POINT (-0.1313626491703624 51.64820855534583),E01001419,Enfield 020A,3,,,,,,,1,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,0,0,,1,1,,,,,,,,,7,,,8,,,0,,,,,,2,,,,2,16,,0,,,,,6.0,,,,,,1.0,,,,
OUTCY052,Pinner Road,77.0,513620.2977,188762.8864,51.58627624,-0.361414712,POINT (-0.3614147122198265 51.58627623801339),E01002157,Harrow 019C,19,,,,,,,4,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,0,0,,1,2,,,,,,,,,12,,,7,,,0,,,,,,5,,,,2,26,,1,,,,,,,,,,,,,,,
OUTCY053,Edgware Road,244.0,523256.7046,186503.4032,51.56394695,-0.223185319,POINT (-0.2231853187661096 51.56394695358933),E01000223,Barnet 039C,8,,,,,,,1,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,5,,,,,,,,3,,,,,,,,,,,,,,0,1,,5,4,,,,,,,,,6,,,6,,,2,,,,,,8,,,,2,33,,0,,,,,28.0,,,,1.0,,,,,,
OUTCY054,Watford Road,94.5,516439.1357,186811.3551,51.56816207,-0.321392862,POINT (-0.3213928619559712 51.568162072777376),E01000563,Brent 008B,4,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,0,,3,2,,,,,,,,,3,,,6,,,0,,,,,,2,,,,0,7,,0,,,,,32.0,,,,,,,,,,
OUTCY055,Ilford Lane,122.0,544188.4248,184851.4961,51.54414565,0.077919133,POINT (0.0779191328801734 51.54414564878632),E01003735,Redbridge 033C,25,,,,,,,2,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,2,,7,8,,,,,,,,,20,,,10,,,3,,,,,,4,,,,1,32,,1,,,3.0,,17.0,,1.0,,1.0,2.0,,,,,
OUTCY056,Chislehurst High Street,76.0,543815.0307,170900.8894,51.41888597,0.066862433,POINT (0.0668624334738084 51.41888596640396),E01000692,Bromley 002D,5,,,,,,,2,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,2,,,,,,,,,,,,,,0,1,,4,2,,,,,,,,,18,,,7,,,0,,,,,,2,,,,0,17,,0,,,,,20.0,,,,1.0,4.0,,,,,
OUTCY057,Godstone Road,30.5,533624.5886,159278.9661,51.31693565,-0.083962733,POINT (-0.0839627328663883 51.31693565141295),E01001071,Croydon 042B,1,,,,,,,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,3,1,,,,,,,,,0,,,2,,,0,,,,,,2,,,,0,13,,0,,,,,28.0,,,,2.0,,,,,,
OUTCY058,Station Road,34.0,546179.5246,171996.5658,51.42812695,0.101294233,POINT (0.1012942325804833 51.42812695037321),E01000457,Bexley 026D,9,,,,,,,11,9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,2,0,,3,8,,,,,,,,,25,,,6,,,1,,,,,,7,,,,2,31,,1,,,4.0,,10.0,,,,,,,,,,
OUTCY059,Gunnersbury Avenue,200.0,518808.8652,179786.226,51.50453066,-0.289586698,POINT (-0.2895866984263123 51.50453065540498),E01001231,Ealing 027A,5,,,,,,,4,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,,,,,4,0,,2,1,,,,,,,,,15,,,4,,,0,,,,,,8,,,,1,20,,0,,,,,26.0,,,,2.0,,,,,,
OUTCY060,Colnbrook by-pass,43.5,505221.8785,177111.5016,51.48317964,-0.486067179,POINT (-0.4860671793542545 51.48317963605679),E01002444,Hillingdon 031A,1,,,,,,,0,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,0,,1,4,,,,,,,,,5,,,2,,,0,,,,,,1,,,,0,11,,0,,,,,1.0,,,1.0,,,,,,,
